,x,y,z
1423,35.2131266512,-71.438393,1.913979
1424,35.2131266512,-71.438393,21.913979
1425,35.2131266512,-71.438393,31.913979
1426,15.7133169921,-78.938393,3.245754
1427,15.7133169921,-78.938393,13.245754
1428,15.7133169921,-78.938393,23.245754
1429,15.7133169921,-78.938393,33.245754
1430,25.7133169921,-78.938393,-7.324265
1431,25.7133169921,-78.938393,2.675735
1432,25.7133169921,-78.938393,12.675735
1433,25.7133169921,-78.938393,22.675735
1434,35.7133169921,-78.938393,-9.314693
1435,17.3023428473,-86.438393,0.957962
1436,17.3023428473,-86.438393,10.957962
1437,17.3023428473,-86.438393,20.957962
1438,27.3023428473,-86.438393,-0.035355
1439,21.7786448841,-91.938393,-9.437057
1440,21.7786448841,-91.938393,0.562943
